a,b,c,d,e,f,g,h,i,j,k,l,m,n
7,7,43,8,5,6,0,2,1,3,21,44,12,0
7,7,43,8,5,6,0,2,1,4,21,44,12,0
7,7,43,8,5,6,0,2,1,5,21,44,12,0
7,7,43,8,5,6,0,2,1,6,21,44,12,0
7,7,43,8,5,6,0,2,1,7,21,44,12,0
2,4,18,7,1,9,2,0,0,0,21,49,25,0
2,4,18,7,1,9,2,0,0,1,21,49,25,0
2,4,18,7,1,9,2,0,0,2,21,49,25,0
2,4,18,7,1,9,2,0,0,3,21,49,25,0
2,4,18,7,1,9,2,0,0,4,21,49,25,0
2,4,18,7,1,9,2,0,0,5,21,49,25,0
2,4,18,7,1,9,2,0,0,6,21,49,25,0
2,4,18,7,1,9,2,0,0,7,21,49,25,0
7,5,25,11,5,14,4,2,1,0,20,62,13,1
7,5,25,11,5,14,4,2,1,1,20,62,13,1
7,5,25,11,5,14,4,2,1,2,20,62,13,1
7,5,25,11,5,14,4,2,1,3,20,62,13,1
7,5,25,11,5,14,4,2,1,4,20,62,13,1
7,5,25,11,5,14,4,2,1,5,20,62,13,1
7,5,25,11,5,14,4,2,1,6,20,62,13,1
7,5,25,11,5,14,4,2,1,7,20,62,13,1
2,3,9,10,4,13,3,1,0,0,1,15,7,0
2,3,9,10,4,13,3,1,0,1,1,15,7,0
2,3,9,10,4,13,3,1,0,2,1,15,7,0
2,3,9,10,4,13,3,1,0,3,1,15,7,0
2,3,9,10,4,13,3,1,0,4,1,15,7,0
2,3,9,10,4,13,3,1,0,5,1,15,7,0
2,3,9,10,4,13,3,1,0,6,1,15,7,0
2,3,9,10,4,13,3,1,0,7,1,15,7,0
1,8,44,4,0,13,2,3,0,0,31,9,27,0
1,8,44,4,0,13,2,3,0,1,31,9,27,0
1,8,44,4,0,13,2,3,0,2,31,9,27,0
1,8,44,4,0,13,2,3,0,3,31,9,27,0
1,8,44,4,0,13,2,3,0,4,31,9,27,0
1,8,44,4,0,13,2,3,0,5,31,9,27,0
1,8,44,4,0,13,2,3,0,6,31,9,27,0
7,3,57,13,3,9,5,1,1,0,2,41,21,1
7,3,57,13,3,9,5,1,1,1,2,41,21,1
7,3,57,13,3,9,5,1,1,2,2,41,21,1
7,3,57,13,3,9,5,1,1,3,2,41,21,1
7,3,57,13,3,9,5,1,1,4,2,41,21,1
7,3,57,13,3,9,5,1,1,5,2,41,21,1
7,3,57,13,3,9,5,1,1,6,2,41,21,1
7,3,57,13,3,9,5,1,1,7,2,41,21,1
4,1,45,0,3,7,2,0,1,0,14,83,8,0
4,1,45,0,3,7,2,0,1,1,14,83,8,0
4,1,45,0,3,7,2,0,1,2,14,83,8,0
4,1,45,0,3,7,2,0,1,3,14,83,8,0
4,1,45,0,3,7,2,0,1,4,14,83,8,0
4,1,45,0,3,7,2,0,1,5,14,83,8,0
4,1,45,0,3,7,2,0,1,6,14,83,8,0
4,1,45,0,3,7,2,0,1,7,14,83,8,0
7,4,32,3,0,13,0,0,0,0,15,31,29,1
7,4,32,3,0,13,0,0,0,1,15,31,29,1
7,4,32,3,0,13,0,0,0,2,15,31,29,1
7,4,32,3,0,13,0,0,0,3,15,31,29,1
7,4,32,3,0,13,0,0,0,4,15,31,29,1
7,4,32,3,0,13,0,0,0,5,15,31,29,1
1,1,48,15,6,9,5,3,0,0,28,41,37,0
1,1,48,15,6,9,5,3,0,1,28,41,37,0
1,1,48,15,6,9,5,3,0,2,28,41,37,0
1,1,48,15,6,9,5,3,0,3,28,41,37,0
1,1,48,15,6,9,5,3,0,4,28,41,37,0
1,1,48,15,6,9,5,3,0,5,28,41,37,0
1,1,48,15,6,9,5,3,0,6,28,41,37,0
6,2,3,9,6,9,1,3,1,0,27,6,37,0
6,2,3,9,6,9,1,3,1,1,27,6,37,0
6,2,3,9,6,9,1,3,1,2,27,6,37,0
6,2,3,9,6,9,1,3,1,3,27,6,37,0
6,2,3,9,6,9,1,3,1,4,27,6,37,0
6,2,3,9,6,9,1,3,1,5,27,6,37,0
6,2,3,9,6,9,1,3,1,6,27,6,37,0
6,2,3,9,6,9,1,3,1,7,27,6,37,0
1,2,26,8,2,8,5,4,0,0,14,60,0,1
1,2,26,8,2,8,5,4,0,1,14,60,0,1
1,2,26,8,2,8,5,4,0,2,14,60,0,1
1,2,26,8,2,8,5,4,0,3,14,60,0,1
1,2,26,8,2,8,5,4,0,4,14,60,0,1
1,2,26,8,2,8,5,4,0,5,14,60,0,1
1,2,26,8,2,8,5,4,0,6,14,60,0,1
5,3,30,3,0,5,5,1,0,0,8,93,35,0
5,3,30,3,0,5,5,1,0,1,8,93,35,0
5,3,30,3,0,5,5,1,0,2,8,93,35,0
5,3,30,3,0,5,5,1,0,3,8,93,35,0
5,3,30,3,0,5,5,1,0,4,8,93,35,0
5,3,30,3,0,5,5,1,0,5,8,93,35,0
7,0,25,14,5,10,4,3,1,0,7,22,34,1
7,0,25,14,5,10,4,3,1,1,7,22,34,1
7,0,25,14,5,10,4,3,1,2,7,22,34,1
7,0,25,14,5,10,4,3,1,3,7,22,34,1
7,0,25,14,5,10,4,3,1,4,7,22,34,1
7,0,25,14,5,10,4,3,1,5,7,22,34,1
7,0,25,14,5,10,4,3,1,6,7,22,34,1
7,0,25,14,5,10,4,3,1,7,7,22,34,1
3,3,0,14,3,14,4,0,0,0,28,19,14,1
3,3,0,14,3,14,4,0,0,1,28,19,14,1
3,3,0,14,3,14,4,0,0,2,28,19,14,1
3,3,0,14,3,14,4,0,0,3,28,19,14,1
3,3,0,14,3,14,4,0,0,4,28,19,14,1
3,3,0,14,3,14,4,0,0,5,28,19,14,1
3,3,0,14,3,14,4,0,0,6,28,19,14,1
3,3,0,14,3,14,4,0,0,7,28,19,14,1
4,3,5,4,6,10,5,2,0,0,27,59,24,0
4,3,5,4,6,10,5,2,0,1,27,59,24,0
4,3,5,4,6,10,5,2,0,2,27,59,24,0
4,3,5,4,6,10,5,2,0,3,27,59,24,0
4,3,5,4,6,10,5,2,0,4,27,59,24,0
4,3,5,4,6,10,5,2,0,5,27,59,24,0
4,3,5,4,6,10,5,2,0,6,27,59,24,0
4,3,5,4,6,10,5,2,0,7,27,59,24,0
6,1,53,15,0,14,1,4,1,0,8,6,7,1
6,1,53,15,0,14,1,4,1,1,8,6,7,1
6,1,53,15,0,14,1,4,1,2,8,6,7,1
6,1,53,15,0,14,1,4,1,3,8,6,7,1
6,1,53,15,0,14,1,4,1,4,8,6,7,1
6,1,53,15,0,14,1,4,1,5,8,6,7,1
3,4,53,0,1,5,4,2,1,0,10,89,37,0
3,4,53,0,1,5,4,2,1,1,10,89,37,0
3,4,53,0,1,5,4,2,1,2,10,89,37,0
3,4,53,0,1,5,4,2,1,3,10,89,37,0
3,4,53,0,1,5,4,2,1,4,10,89,37,0
3,4,53,0,1,5,4,2,1,5,10,89,37,0
3,4,53,0,1,5,4,2,1,6,10,89,37,0
3,4,53,0,1,5,4,2,1,7,10,89,37,0
5,2,54,15,4,14,5,2,0,0,12,38,12,1
5,2,54,15,4,14,5,2,0,1,12,38,12,1
5,2,54,15,4,14,5,2,0,2,12,38,12,1
5,2,54,15,4,14,5,2,0,3,12,38,12,1
5,2,54,15,4,14,5,2,0,4,12,38,12,1
5,2,54,15,4,14,5,2,0,5,12,38,12,1
5,2,54,15,4,14,5,2,0,6,12,38,12,1
5,2,54,15,4,14,5,2,0,7,12,38,12,1
8,1,1,8,6,7,2,4,0,0,10,62,5,1
8,1,1,8,6,7,2,4,0,1,10,62,5,1
8,1,1,8,6,7,2,4,0,2,10,62,5,1
8,1,1,8,6,7,2,4,0,3,10,62,5,1
8,1,1,8,6,7,2,4,0,4,10,62,5,1
8,1,1,8,6,7,2,4,0,5,10,62,5,1
8,1,1,8,6,7,2,4,0,6,10,62,5,1
8,1,1,8,6,7,2,4,0,7,10,62,5,1
3,8,45,7,5,11,3,0,1,0,21,7,28,0
3,8,45,7,5,11,3,0,1,1,21,7,28,0
3,8,45,7,5,11,3,0,1,2,21,7,28,0
3,8,45,7,5,11,3,0,1,3,21,7,28,0
3,8,45,7,5,11,3,0,1,4,21,7,28,0
3,8,45,7,5,11,3,0,1,5,21,7,28,0
3,8,45,7,5,11,3,0,1,6,21,7,28,0
3,8,45,7,5,11,3,0,1,7,21,7,28,0
4,2,19,5,4,8,3,3,0,0,23,66,34,0
4,2,19,5,4,8,3,3,0,1,23,66,34,0
4,2,19,5,4,8,3,3,0,2,23,66,34,0
4,2,19,5,4,8,3,3,0,3,23,66,34,0
4,2,19,5,4,8,3,3,0,4,23,66,34,0
4,2,19,5,4,8,3,3,0,5,23,66,34,0
4,2,19,5,4,8,3,3,0,6,23,66,34,0
4,2,19,5,4,8,3,3,0,7,23,66,34,0
8,5,50,9,1,14,1,4,0,0,7,50,40,0
8,5,50,9,1,14,1,4,0,1,7,50,40,0
8,5,50,9,1,14,1,4,0,2,7,50,40,0
8,5,50,9,1,14,1,4,0,3,7,50,40,0
8,5,50,9,1,14,1,4,0,4,7,50,40,0
8,5,50,9,1,14,1,4,0,5,7,50,40,0
8,5,50,9,1,14,1,4,0,6,7,50,40,0
8,5,50,9,1,14,1,4,0,7,7,50,40,0
8,7,18,5,1,3,4,3,1,0,12,0,28,0
8,7,18,5,1,3,4,3,1,1,12,0,28,0
8,7,18,5,1,3,4,3,1,2,12,0,28,0
8,7,18,5,1,3,4,3,1,3,12,0,28,0
8,7,18,5,1,3,4,3,1,4,12,0,28,0
8,7,18,5,1,3,4,3,1,5,12,0,28,0
8,7,18,5,1,3,4,3,1,6,12,0,28,0
5,3,11,15,4,0,1,3,0,0,18,33,30,0
5,3,11,15,4,0,1,3,0,1,18,33,30,0
5,3,11,15,4,0,1,3,0,2,18,33,30,0
5,3,11,15,4,0,1,3,0,3,18,33,30,0
6,8,39,8,2,12,1,0,1,0,26,4,17,0
6,8,39,8,2,12,1,0,1,1,26,4,17,0
6,8,39,8,2,12,1,0,1,2,26,4,17,0
6,8,39,8,2,12,1,0,1,3,26,4,17,0
6,8,39,8,2,12,1,0,1,4,26,4,17,0
6,8,39,8,2,12,1,0,1,5,26,4,17,0
6,8,39,8,2,12,1,0,1,6,26,4,17,0
6,8,39,8,2,12,1,0,1,7,26,4,17,0
4,5,58,14,1,6,0,3,1,0,12,82,17,0
4,5,58,14,1,6,0,3,1,1,12,82,17,0
4,5,58,14,1,6,0,3,1,2,12,82,17,0
4,5,58,14,1,6,0,3,1,3,12,82,17,0
4,5,58,14,1,6,0,3,1,4,12,82,17,0
4,5,58,14,1,6,0,3,1,5,12,82,17,0
4,5,58,14,1,6,0,3,1,6,12,82,17,0
4,5,58,14,1,6,0,3,1,7,12,82,17,0
0,7,24,3,6,3,4,1,1,0,25,16,6,1
0,7,24,3,6,3,4,1,1,1,25,16,6,1
0,7,24,3,6,3,4,1,1,2,25,16,6,1
0,7,24,3,6,3,4,1,1,3,25,16,6,1
0,7,24,3,6,3,4,1,1,4,25,16,6,1
0,7,24,3,6,3,4,1,1,5,25,16,6,1
0,7,24,3,6,3,4,1,1,6,25,16,6,1
8,0,42,10,6,14,0,2,0,0,2,2,22,1
8,0,42,10,6,14,0,2,0,1,2,2,22,1
8,0,42,10,6,14,0,2,0,2,2,2,22,1
8,0,42,10,6,14,0,2,0,3,2,2,22,1
8,0,42,10,6,14,0,2,0,4,2,2,22,1
8,0,42,10,6,14,0,2,0,5,2,2,22,1
8,0,42,10,6,14,0,2,0,6,2,2,22,1
8,0,42,10,6,14,0,2,0,7,2,2,22,1
4,5,0,12,0,12,1,3,0,0,15,12,19,1
4,5,0,12,0,12,1,3,0,1,15,12,19,1
4,5,0,12,0,12,1,3,0,2,15,12,19,1
4,5,0,12,0,12,1,3,0,3,15,12,19,1
4,5,0,12,0,12,1,3,0,4,15,12,19,1
4,5,0,12,0,12,1,3,0,5,15,12,19,1
4,2,8,6,4,7,5,3,1,0,5,82,34,0
4,2,8,6,4,7,5,3,1,1,5,82,34,0
4,2,8,6,4,7,5,3,1,2,5,82,34,0
4,2,8,6,4,7,5,3,1,3,5,82,34,0
4,2,8,6,4,7,5,3,1,4,5,82,34,0
4,2,8,6,4,7,5,3,1,5,5,82,34,0
4,2,8,6,4,7,5,3,1,6,5,82,34,0
4,2,8,6,4,7,5,3,1,7,5,82,34,0
5,1,15,3,5,10,0,0,0,0,18,56,4,0
5,1,15,3,5,10,0,0,0,1,18,56,4,0
5,1,15,3,5,10,0,0,0,2,18,56,4,0
5,1,15,3,5,10,0,0,0,3,18,56,4,0
5,1,15,3,5,10,0,0,0,4,18,56,4,0
5,1,15,3,5,10,0,0,0,5,18,56,4,0
5,1,15,3,5,10,0,0,0,6,18,56,4,0
5,1,15,3,5,10,0,0,0,7,18,56,4,0
2,0,38,8,3,5,3,2,1,0,20,31,30,1
2,0,38,8,3,5,3,2,1,1,20,31,30,1
2,0,38,8,3,5,3,2,1,2,20,31,30,1
2,0,38,8,3,5,3,2,1,3,20,31,30,1
2,0,38,8,3,5,3,2,1,4,20,31,30,1
2,0,38,8,3,5,3,2,1,5,20,31,30,1
2,0,38,8,3,5,3,2,1,6,20,31,30,1
2,0,38,8,3,5,3,2,1,7,20,31,30,1
6,5,3,12,2,9,5,4,0,0,22,59,16,1
6,5,3,12,2,9,5,4,0,1,22,59,16,1
6,5,3,12,2,9,5,4,0,2,22,59,16,1
6,5,3,12,2,9,5,4,0,3,22,59,16,1
6,5,3,12,2,9,5,4,0,4,22,59,16,1
6,5,3,12,2,9,5,4,0,5,22,59,16,1
6,5,3,12,2,9,5,4,0,6,22,59,16,1
6,5,3,12,2,9,5,4,0,7,22,59,16,1
8,2,29,4,6,13,3,0,1,0,4,3,28,0
8,2,29,4,6,13,3,0,1,1,4,3,28,0
8,2,29,4,6,13,3,0,1,2,4,3,28,0
8,2,29,4,6,13,3,0,1,3,4,3,28,0
8,2,29,4,6,13,3,0,1,4,4,3,28,0
8,2,29,4,6,13,3,0,1,5,4,3,28,0
8,2,29,4,6,13,3,0,1,6,4,3,28,0
8,2,29,4,6,13,3,0,1,7,4,3,28,0
6,5,56,15,4,2,5,3,0,0,28,42,30,1
6,5,56,15,4,2,5,3,0,1,28,42,30,1
6,5,56,15,4,2,5,3,0,2,28,42,30,1
6,5,56,15,4,2,5,3,0,3,28,42,30,1
6,5,56,15,4,2,5,3,0,4,28,42,30,1
6,5,56,15,4,2,5,3,0,5,28,42,30,1
6,5,56,15,4,2,5,3,0,6,28,42,30,1
5,0,31,10,3,9,3,1,1,0,18,22,32,1
5,0,31,10,3,9,3,1,1,1,18,22,32,1
5,0,31,10,3,9,3,1,1,2,18,22,32,1
5,0,31,10,3,9,3,1,1,3,18,22,32,1
5,0,31,10,3,9,3,1,1,4,18,22,32,1
5,0,31,10,3,9,3,1,1,5,18,22,32,1
5,0,31,10,3,9,3,1,1,6,18,22,32,1
5,0,31,10,3,9,3,1,1,7,18,22,32,1
6,2,49,5,6,11,0,4,1,0,19,30,10,1
6,2,49,5,6,11,0,4,1,1,19,30,10,1
6,2,49,5,6,11,0,4,1,2,19,30,10,1
6,2,49,5,6,11,0,4,1,3,19,30,10,1
6,2,49,5,6,11,0,4,1,4,19,30,10,1
6,2,49,5,6,11,0,4,1,5,19,30,10,1
6,2,49,5,6,11,0,4,1,6,19,30,10,1
6,2,49,5,6,11,0,4,1,7,19,30,10,1
8,0,2,14,4,8,1,3,0,0,15,52,28,1
8,0,2,14,4,8,1,3,0,1,15,52,28,1
8,0,2,14,4,8,1,3,0,2,15,52,28,1
8,0,2,14,4,8,1,3,0,3,15,52,28,1
8,0,2,14,4,8,1,3,0,4,15,52,28,1
8,0,2,14,4,8,1,3,0,5,15,52,28,1
8,0,2,14,4,8,1,3,0,6,15,52,28,1
8,0,2,14,4,8,1,3,0,7,15,52,28,1
1,2,21,6,1,6,1,1,1,0,26,7,5,1
1,2,21,6,1,6,1,1,1,1,26,7,5,1
1,2,21,6,1,6,1,1,1,2,26,7,5,1
1,2,21,6,1,6,1,1,1,3,26,7,5,1
1,2,21,6,1,6,1,1,1,4,26,7,5,1
1,2,21,6,1,6,1,1,1,5,26,7,5,1
1,2,21,6,1,6,1,1,1,6,26,7,5,1
7,2,6,3,3,5,5,4,1,0,3,17,3,1
7,2,6,3,3,5,5,4,1,1,3,17,3,1
7,2,6,3,3,5,5,4,1,2,3,17,3,1
7,2,6,3,3,5,5,4,1,3,3,17,3,1
7,2,6,3,3,5,5,4,1,4,3,17,3,1
7,2,6,3,3,5,5,4,1,5,3,17,3,1
7,2,6,3,3,5,5,4,1,6,3,17,3,1
5,2,10,7,5,13,0,4,0,0,15,53,26,1
5,2,10,7,5,13,0,4,0,1,15,53,26,1
5,2,10,7,5,13,0,4,0,2,15,53,26,1
5,2,10,7,5,13,0,4,0,3,15,53,26,1
5,2,10,7,5,13,0,4,0,4,15,53,26,1
5,2,10,7,5,13,0,4,0,5,15,53,26,1
5,2,10,7,5,13,0,4,0,6,15,53,26,1
5,2,10,7,5,13,0,4,0,7,15,53,26,1
5,7,43,0,0,9,0,1,1,0,27,58,31,1
5,7,43,0,0,9,0,1,1,1,27,58,31,1
5,7,43,0,0,9,0,1,1,2,27,58,31,1
5,7,43,0,0,9,0,1,1,3,27,58,31,1
5,7,43,0,0,9,0,1,1,4,27,58,31,1
5,7,43,0,0,9,0,1,1,5,27,58,31,1
5,4,50,6,0,8,4,4,0,0,10,77,34,0
5,4,50,6,0,8,4,4,0,1,10,77,34,0
5,4,50,6,0,8,4,4,0,2,10,77,34,0
5,4,50,6,0,8,4,4,0,3,10,77,34,0
5,4,50,6,0,8,4,4,0,4,10,77,34,0
5,4,50,6,0,8,4,4,0,5,10,77,34,0
5,4,50,6,0,8,4,4,0,6,10,77,34,0
1,6,24,1,2,14,3,1,0,0,12,74,14,1
1,6,24,1,2,14,3,1,0,1,12,74,14,1
1,6,24,1,2,14,3,1,0,2,12,74,14,1
1,6,24,1,2,14,3,1,0,3,12,74,14,1
1,6,24,1,2,14,3,1,0,4,12,74,14,1
1,6,24,1,2,14,3,1,0,5,12,74,14,1
1,6,24,1,2,14,3,1,0,6,12,74,14,1
3,8,19,1,2,1,4,2,1,0,19,84,23,0
3,8,19,1,2,1,4,2,1,1,19,84,23,0
3,8,19,1,2,1,4,2,1,2,19,84,23,0
3,8,19,1,2,1,4,2,1,3,19,84,23,0
3,8,19,1,2,1,4,2,1,4,19,84,23,0
3,8,19,1,2,1,4,2,1,5,19,84,23,0
3,8,19,1,2,1,4,2,1,6,19,84,23,0
3,8,19,1,2,1,4,2,1,7,19,84,23,0
4,4,58,5,6,11,0,0,0,0,2,72,14,1
4,4,58,5,6,11,0,0,0,1,2,72,14,1
4,4,58,5,6,11,0,0,0,2,2,72,14,1
4,4,58,5,6,11,0,0,0,3,2,72,14,1
4,4,58,5,6,11,0,0,0,4,2,72,14,1
4,4,58,5,6,11,0,0,0,5,2,72,14,1
4,4,58,5,6,11,0,0,0,6,2,72,14,1
4,4,58,5,6,11,0,0,0,7,2,72,14,1
6,5,55,14,3,9,5,0,1,0,2,48,39,0
6,5,55,14,3,9,5,0,1,1,2,48,39,0
6,5,55,14,3,9,5,0,1,2,2,48,39,0
6,5,55,14,3,9,5,0,1,3,2,48,39,0
6,5,55,14,3,9,5,0,1,4,2,48,39,0
6,5,55,14,3,9,5,0,1,5,2,48,39,0
6,5,55,14,3,9,5,0,1,6,2,48,39,0
6,5,55,14,3,9,5,0,1,7,2,48,39,0
7,0,9,1,5,0,1,0,0,0,4,13,25,0
7,0,9,1,5,0,1,0,0,1,4,13,25,0
7,0,9,1,5,0,1,0,0,2,4,13,25,0
7,0,9,1,5,0,1,0,0,3,4,13,25,0
7,0,9,1,5,0,1,0,0,4,4,13,25,0
7,0,9,1,5,0,1,0,0,5,4,13,25,0
7,0,9,1,5,0,1,0,0,6,4,13,25,0
5,6,30,10,0,8,4,1,0,0,29,42,22,1
5,6,30,10,0,8,4,1,0,1,29,42,22,1
5,6,30,10,0,8,4,1,0,2,29,42,22,1
5,6,30,10,0,8,4,1,0,3,29,42,22,1
5,6,30,10,0,8,4,1,0,4,29,42,22,1
5,6,30,10,0,8,4,1,0,5,29,42,22,1
7,5,8,10,2,1,3,2,0,0,22,16,12,0
7,5,8,10,2,1,3,2,0,1,22,16,12,0
7,5,8,10,2,1,3,2,0,2,22,16,12,0
7,5,8,10,2,1,3,2,0,3,22,16,12,0
7,5,8,10,2,1,3,2,0,4,22,16,12,0
7,5,8,10,2,1,3,2,0,5,22,16,12,0
7,5,8,10,2,1,3,2,0,6,22,16,12,0
8,5,39,14,6,6,1,1,1,0,7,70,34,1
8,5,39,14,6,6,1,1,1,1,7,70,34,1
8,5,39,14,6,6,1,1,1,2,7,70,34,1
8,5,39,14,6,6,1,1,1,3,7,70,34,1
8,5,39,14,6,6,1,1,1,4,7,70,34,1
8,5,39,14,6,6,1,1,1,5,7,70,34,1
8,5,39,14,6,6,1,1,1,6,7,70,34,1
8,5,39,14,6,6,1,1,1,7,7,70,34,1
7,5,33,3,2,2,5,3,0,0,22,21,38,1
7,5,33,3,2,2,5,3,0,1,22,21,38,1
7,5,33,3,2,2,5,3,0,2,22,21,38,1
7,5,33,3,2,2,5,3,0,3,22,21,38,1
7,5,33,3,2,2,5,3,0,4,22,21,38,1
7,5,33,3,2,2,5,3,0,5,22,21,38,1
7,5,33,3,2,2,5,3,0,6,22,21,38,1
5,0,33,10,0,10,4,2,1,0,13,41,3,1
5,0,33,10,0,10,4,2,1,1,13,41,3,1
5,0,33,10,0,10,4,2,1,2,13,41,3,1
5,0,33,10,0,10,4,2,1,3,13,41,3,1
5,0,33,10,0,10,4,2,1,4,13,41,3,1
5,0,33,10,0,10,4,2,1,5,13,41,3,1
7,8,2,12,2,6,0,4,0,0,4,1,28,0
7,8,2,12,2,6,0,4,0,1,4,1,28,0
7,8,2,12,2,6,0,4,0,2,4,1,28,0
7,8,2,12,2,6,0,4,0,3,4,1,28,0
7,8,2,12,2,6,0,4,0,4,4,1,28,0
7,8,2,12,2,6,0,4,0,5,4,1,28,0
7,8,2,12,2,6,0,4,0,6,4,1,28,0
7,8,2,12,2,6,0,4,0,7,4,1,28,0
2,2,17,13,2,14,1,3,1,0,25,23,25,0
2,2,17,13,2,14,1,3,1,1,25,23,25,0
2,2,17,13,2,14,1,3,1,2,25,23,25,0
2,2,17,13,2,14,1,3,1,3,25,23,25,0
2,2,17,13,2,14,1,3,1,4,25,23,25,0
2,2,17,13,2,14,1,3,1,5,25,23,25,0
2,2,17,13,2,14,1,3,1,6,25,23,25,0
2,2,17,13,2,14,1,3,1,7,25,23,25,0
5,8,11,15,1,11,0,2,1,0,9,39,14,1
5,8,11,15,1,11,0,2,1,1,9,39,14,1
5,8,11,15,1,11,0,2,1,2,9,39,14,1
5,8,11,15,1,11,0,2,1,3,9,39,14,1
5,8,11,15,1,11,0,2,1,4,9,39,14,1
5,8,11,15,1,11,0,2,1,5,9,39,14,1
5,8,11,15,1,11,0,2,1,6,9,39,14,1
5,8,11,15,1,11,0,2,1,7,9,39,14,1
3,0,49,15,4,11,1,3,0,0,22,72,25,1
3,0,49,15,4,11,1,3,0,1,22,72,25,1
3,0,49,15,4,11,1,3,0,2,22,72,25,1
3,0,49,15,4,11,1,3,0,3,22,72,25,1
3,0,49,15,4,11,1,3,0,4,22,72,25,1
3,0,49,15,4,11,1,3,0,5,22,72,25,1
3,0,49,15,4,11,1,3,0,6,22,72,25,1
3,0,49,15,4,11,1,3,0,7,22,72,25,1
6,8,11,11,6,11,2,4,0,0,31,89,2,0
6,8,11,11,6,11,2,4,0,1,31,89,2,0
6,8,11,11,6,11,2,4,0,2,31,89,2,0
6,8,11,11,6,11,2,4,0,3,31,89,2,0
6,8,11,11,6,11,2,4,0,4,31,89,2,0
6,8,11,11,6,11,2,4,0,5,31,89,2,0
6,8,11,11,6,11,2,4,0,6,31,89,2,0
6,8,11,11,6,11,2,4,0,7,31,89,2,0
7,7,26,13,6,2,1,2,1,0,15,84,14,1
7,7,26,13,6,2,1,2,1,1,15,84,14,1
7,7,26,13,6,2,1,2,1,2,15,84,14,1
7,7,26,13,6,2,1,2,1,3,15,84,14,1
7,7,26,13,6,2,1,2,1,4,15,84,14,1
7,7,26,13,6,2,1,2,1,5,15,84,14,1
7,7,26,13,6,2,1,2,1,6,15,84,14,1
7,7,26,13,6,2,1,2,1,7,15,84,14,1
8,3,47,0,5,4,3,2,0,0,26,73,1,1
8,3,47,0,5,4,3,2,0,1,26,73,1,1
8,3,47,0,5,4,3,2,0,2,26,73,1,1
8,3,47,0,5,4,3,2,0,3,26,73,1,1
8,3,47,0,5,4,3,2,0,4,26,73,1,1
8,3,47,0,5,4,3,2,0,5,26,73,1,1
8,3,47,0,5,4,3,2,0,6,26,73,1,1
8,3,47,0,5,4,3,2,0,7,26,73,1,1
6,7,28,13,0,14,2,0,0,0,5,38,1,1
6,7,28,13,0,14,2,0,0,1,5,38,1,1
6,7,28,13,0,14,2,0,0,2,5,38,1,1
6,7,28,13,0,14,2,0,0,3,5,38,1,1
6,7,28,13,0,14,2,0,0,4,5,38,1,1
6,7,28,13,0,14,2,0,0,5,5,38,1,1
4,6,46,12,4,10,5,0,0,0,24,30,4,1
4,6,46,12,4,10,5,0,0,1,24,30,4,1
4,6,46,12,4,10,5,0,0,2,24,30,4,1
4,6,46,12,4,10,5,0,0,3,24,30,4,1
4,6,46,12,4,10,5,0,0,4,24,30,4,1
4,6,46,12,4,10,5,0,0,5,24,30,4,1
4,6,46,12,4,10,5,0,0,6,24,30,4,1
4,6,46,12,4,10,5,0,0,7,24,30,4,1
7,1,57,11,6,10,2,1,0,0,7,34,34,1
7,1,57,11,6,10,2,1,0,1,7,34,34,1
7,1,57,11,6,10,2,1,0,2,7,34,34,1
7,1,57,11,6,10,2,1,0,3,7,34,34,1
7,1,57,11,6,10,2,1,0,4,7,34,34,1
7,1,57,11,6,10,2,1,0,5,7,34,34,1
7,1,57,11,6,10,2,1,0,6,7,34,34,1
7,1,57,11,6,10,2,1,0,7,7,34,34,1
6,8,24,3,2,9,2,1,1,0,9,83,35,1
6,8,24,3,2,9,2,1,1,1,9,83,35,1
6,8,24,3,2,9,2,1,1,2,9,83,35,1
6,8,24,3,2,9,2,1,1,3,9,83,35,1
6,8,24,3,2,9,2,1,1,4,9,83,35,1
6,8,24,3,2,9,2,1,1,5,9,83,35,1
6,8,24,3,2,9,2,1,1,6,9,83,35,1
6,8,24,3,2,9,2,1,1,7,9,83,35,1
1,8,19,7,0,3,5,2,1,0,30,28,2,0
1,8,19,7,0,3,5,2,1,1,30,28,2,0
1,8,19,7,0,3,5,2,1,2,30,28,2,0
1,8,19,7,0,3,5,2,1,3,30,28,2,0
1,8,19,7,0,3,5,2,1,4,30,28,2,0
1,8,19,7,0,3,5,2,1,5,30,28,2,0
4,5,20,12,5,0,4,4,1,0,15,42,40,1
4,5,20,12,5,0,4,4,1,1,15,42,40,1
4,5,20,12,5,0,4,4,1,2,15,42,40,1
4,5,20,12,5,0,4,4,1,3,15,42,40,1
4,5,20,12,5,0,4,4,1,4,15,42,40,1
4,5,20,12,5,0,4,4,1,5,15,42,40,1
4,5,20,12,5,0,4,4,1,6,15,42,40,1
0,1,25,14,6,1,2,3,1,0,26,93,23,0
0,1,25,14,6,1,2,3,1,1,26,93,23,0
0,1,25,14,6,1,2,3,1,2,26,93,23,0
0,1,25,14,6,1,2,3,1,3,26,93,23,0
0,1,25,14,6,1,2,3,1,4,26,93,23,0
0,1,25,14,6,1,2,3,1,5,26,93,23,0
0,1,25,14,6,1,2,3,1,6,26,93,23,0
2,7,33,9,1,9,4,0,0,0,27,29,39,0
2,7,33,9,1,9,4,0,0,1,27,29,39,0
2,7,33,9,1,9,4,0,0,2,27,29,39,0
